budget;company;country;director;genre;gross;name;rating;released;runtime;score;star;votes;writer;year
350000000;Warner Bros.;USA;Michael Rymer;Drama;303368000;Queen of the Damned;R;37309;101;53;Aaliyah;46391;Anne Rice;2002
320000000;Lakeshore Entertainment;USA;Mark Pellington;Drama;357463700;The Mothman Prophecies;PG-13;37281;119;65;Richard Gere;67002;Richard Hatem;2002
600000000;Castle Rock Entertainment;USA;Marc Lawrence;Comedy;933548510;Two Weeks Notice;PG-13;37610;101;61;Sandra Bullock;91854;Marc Lawrence;2002
380000000;Columbia Pictures Corporation;USA;Michael Apted;Crime;400077420;Enough;PG-13;37400;115;57;Jennifer Lopez;32959;Nicholas Kazan;2002
80000000;Flan de Coco Films;USA;Miguel Arteta;Drama;140157860;The Good Girl;R;37498;93;65;Jennifer Aniston;39603;Mike White;2002
50000000;25th Hour Productions;USA;Spike Lee;Drama;130608430;25th Hour;R;37631;135;77;Edward Norton;156154;David Benioff;2002
15000000;Tonic Films;USA;Eli Roth;Comedy;211581880;Cabin Fever;R;37876;93;56;Jordan Ladd;65465;Eli Roth;2002
800000000;DreamWorks Animation;USA;Kelly Asbury;Animation;732801170;Spirit: Stallion of the Cimarron;G;37400;83;71;Matt Damon;50166;John Fusco;2002
800000000;Warner Bros.;USA;Simon Wells;Action;566848190;The Time Machine;PG-13;37323;96;59;Guy Pearce;108052;H.G. Wells;2002
150000000;Dimension Films;USA;Rick Rosenthal;Comedy;303544420;Halloween: Resurrection;R;37449;94;41;Jamie Lee Curtis;29063;Debra Hill;2002
300000000;Universal Pictures;USA;John Stockwell;Drama;403906470;Blue Crush;PG-13;37484;104;56;Kate Bosworth;27193;Susan Orlean;2002
1150000000;Metro-Goldwyn-Mayer (MGM);USA;John Woo;Action;409140680;Windtalkers;R;37421;134;60;Nicolas Cage;58906;John Rice;2002
850000000;Warner Bros.;USA;Andrew Davis;Action;400772570;Collateral Damage;R;37295;108;55;Arnold Schwarzenegger;64737;Ronald Roose;2002
500000000;Columbia Pictures Corporation;USA;Steven Brill;Comedy;1262934520;Mr. Deeds;PG-13;37435;96;58;Adam Sandler;118036;Clarence Budington Kelland;2002
680000000;Paramount Pictures;USA;Phil Alden Robinson;Action;1189070360;The Sum of All Fears;PG-13;37407;124;64;Ben Affleck;91007;Tom Clancy;2002
550000000;Revolution Studios;USA;Wayne Wang;Comedy;940112250;Maid in Manhattan;PG-13;37603;105;51;Jennifer Lopez;72953;John Hughes;2002
360000000;New Line Cinema;USA;Nick Cassavetes;Crime;717568020;John Q;PG-13;37302;116;71;Denzel Washington;106341;James Kearns;2002
40000000;Kingsgate Films;Germany;Roger Avary;Comedy;65326190;The Rules of Attraction;R;37540;110;67;James Van Der Beek;45923;Bret Easton Ellis;2002
0;Deseo, El;Spain;Pedro Almodóvar;Drama;92842650;Talk to Her;R;37666;112;80;Rosario Flores;91586;Pedro Almodóvar;2002
700000000;Touchstone Pictures;USA;Joel Schumacher;Action;301601610;Bad Company;PG-13;37414;116;56;Anthony Hopkins;41284;Gary M. Goodman;2002
420000000;Twentieth Century Fox Film Corporation;USA;Carl Franklin;Crime;415432070;High Crimes;PG-13;37351;115;63;Jim Caviezel;32605;Joseph Finder;2002
0;Canal+;France;Alain Chabat;Adventure;31151880;Asterix and Obelix Meet Cleopatra;PG;37286;107;66;Gérard Depardieu;40503;René Goscinny;2002
150000000;Walt Disney Pictures;USA;Jay Russell;Drama;191580740;Tuck Everlasting;PG;37540;90;67;Alexis Bledel;18985;Natalie Babbitt;2002
380000000;Dimension Films;USA;Robert Rodriguez;Action;858464290;Spy Kids 2: Island of Lost Dreams;PG;37475;100;51;Alexa PenaVega;49101;Robert Rodriguez;2002
210000000;Touchstone Pictures;USA;Brad Silberling;Drama;68358560;Moonlight Mile;PG-13;37533;112;67;Jake Gyllenhaal;12451;Brad Silberling;2002
80000000;Odeon Films;Canada;David Cronenberg;Drama;16417880;Spider;R;37573;98;68;Ralph Fiennes;31663;Patrick McGrath;2002
290000000;Miramax;USA;George Clooney;Biography;160035760;Confessions of a Dangerous Mind;R;37645;113;71;Sam Rockwell;74700;Chuck Barris;2002
300000000;New Line Cinema;USA;Alexander Payne;Comedy;650162870;About Schmidt;R;37624;125;72;Jack Nicholson;112029;Louis Begley;2002
500000000;Warner Bros.;USA;Barbet Schroeder;Crime;318748690;Murder by Numbers;R;37365;115;61;Sandra Bullock;46166;Tony Gayton;2002
135000000;Focus Features;USA;Todd Haynes;Drama;158549880;Far from Heaven;PG-13;37631;107;74;Julianne Moore;38469;Todd Haynes;2002
340000000;Happy Madison Productions;USA;Seth Kearsley;Animation;234431240;Eight Crazy Nights;PG-13;37587;76;53;Adam Sandler;19027;Brooks Arthur;2002
100000000;Avery Pix;USA;Marcus Raboy;Comedy;329837130;Friday After Next;R;37582;85;58;Ice Cube;21274;Ice Cube;2002
120000000;Fuzzy Bunny Films (I);USA;Tamra Davis;Comedy;371913040;Crossroads;PG-13;37302;93;34;Britney Spears;35300;Shonda Rhimes;2002
120000000;Fox Searchlight Pictures;USA;Mark Romanek;Drama;315971310;One Hour Photo;R;37512;96;68;Robin Williams;102344;Mark Romanek;2002
300000000;Warner Bros.;USA;Ellory Elkayem;Action;173226060;Eight Legged Freaks;PG-13;37454;99;54;David Arquette;46341;Ellory Elkayem;2002
170000000;Miramax;USA;Michael Lehmann;Comedy;379508220;40 Days and 40 Nights;R;37316;96;56;Josh Hartnett;64465;Rob Perez;2002
40000000;CJ Entertainment;South Korea;Chan-wook Park;Crime;452890;Sympathy for Mr. Vengeance;R;37344;129;77;Kang-ho Song;50651;Jae-sun Lee;2002
150000000;Paramount Pictures;USA;Shawn Levy;Adventure;478112750;Big Fat Liar;PG;37295;88;54;Frankie Muniz;30579;Dan Schneider;2002
100000000;United Artists Film Corporation;UK;Douglas McGrath;Drama;15871730;Nicholas Nickleby;PG;37995;132;72;Charlie Hunnam;9963;Charles Dickens;2002
600000000;Blue Train Productions;USA;Kevin Donovan;Action;505479980;The Tuxedo;PG-13;37526;98;53;Jackie Chan;67127;Phil Hay;2002
0;New Line Cinema;USA;Andrew Niccol;Comedy;96809130;S1m0ne;PG-13;37491;117;61;Al Pacino;54019;Andrew Niccol;2002
300000000;Columbia Pictures;USA;Luis Mandoki;Action;625360;Trapped;R;37519;106;62;Kevin Bacon;20617;Greg Iles;2002
130000000;Revolution Studios;USA;Ed Decter;Comedy;289721870;The New Guy;PG-13;37386;88;59;DJ Qualls;29982;David Kendall;2002
5000000;2 Loop Films;USA;Lucky McKee;Drama;1502770;May;R;37722;93;67;Angela Bettis;28449;Lucky McKee;2002
20000000;Muse Productions;USA;Jonas Åkerlund;Comedy;4102410;Spun;R;37659;101;68;Jason Schwartzman;33439;Will De Los Santos;2002
200000000;98 MPH Productions;USA;John Lee Hancock;Drama;756000720;The Rookie;G;37344;127;70;Dennis Quaid;28077;Mike Rich;2002
100000000;Screen Gems;UK;Guy Ritchie;Comedy;78760;Swept Away;R;37540;89;36;Madonna;13734;Guy Ritchie;2002
200000000;Motion Picture Corporation of America (MPCA);USA;Mort Nathan;Comedy;85863760;Boat Trip;R;37701;94;49;Cuba Gooding Jr.;27849;Mort Nathan;2002
200000000;Amen Ra Films;USA;Walter Hill;Action;123986280;Undisputed;R;37491;100;62;Wesley Snipes;24459;David Giler;2002
100000000;Twentieth Century Fox Film Corporation;USA;Steve Oedekerk;Action;160335560;Kung Pow: Enter the Fist;PG-13;37281;81;62;Steve Oedekerk;39559;Steve Oedekerk;2002
160000000;Warner Bros.;USA;Peter Kosminsky;Drama;163461220;White Oleander;PG-13;37540;109;72;Michelle Pfeiffer;26787;Janet Fitch;2002
350000000;Quinta Communications;France;Brian De Palma;Crime;65921030;Mujer fatal;R;37566;114;63;Rebecca Romijn;29963;Brian De Palma;2002
150000000;Alphaville Films;USA;Ron Shelton;Action;90595880;Dark Blue;R;37673;118;66;Kurt Russell;18124;James Ellroy;2002
650000000;Walt Disney Pictures;USA;Michael Lembeck;Comedy;1392363270;The Santa Clause 2;G;37561;104;56;Tim Allen;38234;Don Rhymer;2002
450000000;Paramount Pictures;USA;Roger Michell;Drama;668185480;Changing Lanes;R;37358;98;65;Ben Affleck;60451;Chap Taylor;2002
0;Dimension Films;USA;Charles Stone III;Action;30421880;Paid in Full;R;37554;97;71;Mekhi Phifer;8112;Azie Faison Jr.;2002
400000000;Dimension Films;USA;David Twohy;Horror;6055620;Below;R;37547;105;62;Bruce Greenwood;18804;Lucas Sussman;2002
260000000;Paramount Pictures;USA;Jonathan Frakes;Action;369855010;Clockstoppers;PG;37344;94;52;Jesse Bradford;11909;Rob Hedden;2002
400000000;Touchstone Pictures;USA;Barry Sonnenfeld;Comedy;72622880;Big Trouble;PG-13;37351;85;65;Tim Allen;18116;Dave Barry;2002
160000000;DreamWorks;USA;Woody Allen;Comedy;48393830;Hollywood Ending;PG-13;37379;112;66;Woody Allen;23072;Woody Allen;2002
350000000;Walt Disney Pictures;Canada;Brian Levant;Adventure;811725600;Snow Dogs;PG;37274;99;51;Cuba Gooding Jr.;21710;Jim Kouf;2002
85000000;Twentieth Century Fox Film Corporation;USA;John Polson;Drama;285639260;Swimfan;PG-13;37505;85;50;Jesse Bradford;17091;Charles F. Bohl;2002
200000000;Fox 2000 Pictures;USA;Charles Stone III;Comedy;563981620;Drumline;PG-13;37603;118;57;Nick Cannon;29636;Shawn Schepps;2002
0;South Pacific Pictures;New Zealand;Niki Caro;Drama;207796660;La leyenda de las ballenas;PG-13;37862;101;76;Keisha Castle-Hughes;35767;Niki Caro;2002
500000000;Malpaso Productions;USA;Clint Eastwood;Action;261995170;Blood Work;R;37477;110;64;Clint Eastwood;36540;Michael Connelly;2002
350000000;Paramount Pictures;UK;Shekhar Kapur;Adventure;183061660;The Four Feathers;PG-13;37519;132;65;Heath Ledger;29532;A.E.W. Mason;2002
120000000;Metro-Goldwyn-Mayer (MGM);USA;Tim Story;Comedy;757821050;Barbershop;PG-13;37512;102;63;Ice Cube;23871;Mark Brown;2002
300000000;Twentieth Century Fox Film Corporation;USA;John Schultz;Comedy;514324230;Like Mike;PG;37440;99;51;Shad Moss;16153;Michael Elliot;2002
0;Centre National de la Cinématographie (CNC);France;Jean-Claude Brisseau;Comedy;1045330;Secret Things;UNRATED;37545;115;61;Coralie Revel;3916;Jean-Claude Brisseau;2002
0;Revolution Films;UK;Michael Winterbottom;Biography;11303790;24 Hour Party People;R;37519;117;74;Steve Coogan;28543;Frank Cottrell Boyce;2002
850000000;Material;USA;Tom Dey;Action;380827120;Showtime;PG-13;37330;95;55;Robert De Niro;54818;Jorge Saralegui;2002
700000000;Columbia Pictures Corporation;USA;Betty Thomas;Action;331056000;I Spy;PG-13;37561;97;54;Eddie Murphy;43883;Morton S. Fine;2002
180000000;Castle Rock Entertainment;USA;D.J. Caruso;Crime;7645540;The Salton Sea;R;37393;103;72;Val Kilmer;27543;Tony Gayton;2002
160000000;Revolution Studios;USA;Perry Andelin Blake;Adventure;403635300;The Master of Disguise;PG;37470;80;33;Dana Carvey;19029;Dana Carvey;2002
150000000;Miramax;UK;Oliver Parker;Comedy;83781410;The Importance of Being Earnest;PG;37428;97;69;Rupert Everett;19899;Oscar Wilde;2002
700000000;Cheyenne Enterprises;USA;Gregory Hoblit;Drama;190768150;Hart's War;R;37302;125;63;Bruce Willis;45910;John Katzenbach;2002
10000000;Silver Sphere Corporation;USA;Don Coscarelli;Comedy;20034200;Bubba Ho-Tep;R;37904;92;72;Bruce Campbell;40698;Joe R. Lansdale;2002
35000000;Pioneer LDC;Japan;Takashi Shimizu;Horror;3256610;Ju-on: The Grudge;R;37646;92;67;Megumi Okina;34319;Takashi Shimizu;2002
250000000;Universal Pictures;USA;Malcolm D. Lee;Action;382304350;Undercover Brother;PG-13;37407;86;58;Eddie Griffin;30636;John Ridley;2002
0;Memfis Film;Sweden;Lukas Moodysson;Crime;1816550;Lilya 4-Ever;R;37491;109;79;Oksana Akinshina;37477;Lukas Moodysson;2002
100000000;BBC Films;UK;Stephen Frears;Crime;81113600;Dirty Pretty Things;R;37869;97;74;Chiwetel Ejiofor;36601;Steven Knight;2002
270000000;All Girl Productions;USA;Callie Khouri;Drama;695990160;Divine Secrets of the Ya-Ya Sisterhood;PG-13;37414;116;60;Sandra Bullock;16109;Rebecca Wells;2002
1000000000;Castle Rock Entertainment;USA;Ron Underwood;Comedy;44200800;The Adventures of Pluto Nash;PG-13;37484;95;38;Eddie Murphy;21240;Neil Cuthbert;2002
125000000;Fox Searchlight Pictures;USA;Denzel Washington;Biography;210781450;Antwone Fisher;PG-13;37631;120;73;Denzel Washington;28371;Antwone Fisher;2002
1200000000;Columbia Pictures Corporation;USA;Rob Minkoff;Animation;649568060;Stuart Little 2;PG;37456;77;54;Michael J. Fox;40457;E.B. White;2002
75000000;Paramount Pictures;USA;Joe Carnahan;Crime;104600890;Narc;R;37631;105;72;Ray Liotta;35355;Joe Carnahan;2002
0;Hell's Kitchen Films;Ireland;Jim Sheridan;Drama;155392660;Tierra de sueños;PG-13;38023;105;78;Paddy Considine;37725;Jim Sheridan;2002
700000000;Atlas Entertainment;USA;John McTiernan;Action;189907980;Rollerball;R;37295;98;30;Chris Klein;23008;William Harrison;2002
0;Crossfire Sound & Pictures;USA;Jordan Brady;Comedy;2671090;Waking Up in Reno;R;37603;91;55;Billy Bob Thornton;5105;Brent Briscoe;2002
600000000;Universal Pictures;USA;Tom Shadyac;Drama;300638050;Dragonfly;PG-13;37309;104;61;Kevin Costner;33117;Brandon Camp;2002
550000000;Warner Bros.;UK;Danny DeVito;Comedy;83558150;Death to Smoochy;R;37344;109;64;Robin Williams;35823;Adam Resnick;2002
0;Kanzaman;UK;Paul McGuigan;Crime;2566200;The Reckoning;R;38142;112;66;Willem Dafoe;5191;Barry Unsworth;2002
0;Blockbuster Films;USA;David Jacobson;Biography;1440080;Dahmer;R;37693;101;56;Jeremy Renner;7967;David Jacobson;2002
290000000;FTM Productions;Germany;Reginald Hudlin;Comedy;169301850;Serving Sara;PG-13;37491;100;53;Matthew Perry;15017;Jay Scherick;2002
120000000;Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST);USA;Wallace Wolodarsky;Comedy;101987660;Sorority Boys;R;37337;93;54;Barry Watson;12478;Joe Jarvis;2002
106000000;Castelao Producciones;USA;Jaume Balagueró;Horror;221634420;Darkness;PG-13;38346;88;54;Anna Paquin;17383;Jaume Balagueró;2002
0;Bac Films;France;Cédric Klapisch;Comedy;38956640;L'auberge espagnole;R;37792;122;73;Romain Duris;35944;Cédric Klapisch;2002
300000000;Miramax;UK;Phillip Noyce;Drama;129876470;The Quiet American;R;37687;101;71;Michael Caine;24812;Graham Greene;2002
0;State Hermitage Museum, The;Russia;Aleksandr Sokurov;Drama;374390;Russian Ark;NOT RATED;37730;99;74;Sergey Dreyden;15616;Boris Khaimsky;2002
170000000;Dimension Films;USA;Robert Harmon;Horror;128408420;They;PG-13;37587;89;48;Laura Regan;11322;Brendan Hood;2002
0;Gold Circle Films;USA;Nicolas Cage;Crime;176390;Sonny;R;37701;110;57;James Franco;3628;John Carlen;2002
60000000;Rumbalara Films;Australia;Phillip Noyce;Adventure;61654290;Cerca de la libertad;PG;37652;94;75;Everlyn Sampi;24515;Doris Pilkington;2002
40000000;Gold Circle Films;USA;Mars Callahan;Comedy;5620590;Poolhall Junkies;R;37680;99;70;Mars Callahan;8858;Mars Callahan;2002
12000000;First Look International;UK;Matthew Bright;Biography;60730;Bundy;R;37582;99;59;Michael Reilly Burke;6232;Stephen Johnston;2002
200000000;Disney Television Animation;USA;Robin Budd;Animation;484302580;Peter Pan II: Return to Neverland;G;37302;72;58;Blayne Weaver;14642;Temple Mathews;2002
250000000;Paramount Pictures;USA;Stephen Gaghan;Drama;107276830;Abandon;PG-13;37547;99;49;Katie Holmes;8168;Stephen Gaghan;2002
30000000;HBO Films;USA;Patricia Cardoso;Comedy;58449290;Real Women Have Curves;PG-13;37568;90;70;America Ferrera;6236;Josefina Lopez;2002
0;Sony Pictures Classics;USA;Lisa Cholodenko;Drama;36633560;Laurel Canyon;R;37708;103;64;Frances McDormand;13565;Lisa Cholodenko;2002
420000000;MDP Worldwide;UK;William Malone;Crime;132080230;Feardotcom;R;37498;101;33;Stephen Dorff;17833;Moshe Diamant;2002
350000000;Walt Disney Pictures;USA;Peter Hastings;Comedy;169889960;The Country Bears;G;37463;88;40;Haley Joel Osment;4149;Mark Perez;2002
100000000;First Look International;Germany;Bruce Beresford;Drama;14839750;Evelyn;PG;37615;94;70;Pierce Brosnan;5611;Paul Pender;2002
110000000;Alliance Atlantis Communications;Canada;Dewey Nicks;Comedy;48142440;Slackers;R;37288;86;53;Devon Sawa;12825;David H. Steinberg;2002
700000000;Franchise Pictures;USA;Wych Kaosayananda;Action;142948420;Ballistic: Ecks vs. Sever;R;37519;91;36;Antonio Banderas;17279;Alan B. McElroy;2002
600000000;Warner Bros.;USA;Harold Ramis;Comedy;321222490;Analyze That;R;37596;96;59;Robert De Niro;73442;Kenneth Lonergan;2002
35000000;Epsilon Motion Pictures;USA;Gus Van Sant;Adventure;2362660;Gerry;R;37519;103;62;Casey Affleck;15933;Casey Affleck;2002
0;Scottish Screen;Ireland;Peter Mullan;Drama;48908780;The Magdalene Sisters;R;37862;114;78;Eileen Walsh;23296;Peter Mullan;2002
0;Red Chillies Entertainment;India;Sanjay Leela Bhansali;Musical;35000000;Devdas;Not specified;37449;185;76;Shah Rukh Khan;29976;Saratchandra Chatterjee;2002
70000000;Focus Puller Inc.;USA;Paul Schrader;Biography;20620660;Auto Focus;R;37561;105;66;Greg Kinnear;11759;Robert Graysmith;2002
0;BIM Distribuzione;France;François Ozon;Comedy;30764250;8 Women;R;37533;111;71;Fanny Ardant;25020;François Ozon;2002
0;FGM Entertainment;USA;Zoe Clarke-Williams;Drama;286580;New Best Friend;R;37358;91;53;Taye Diggs;2982;Victoria Strouse;2002
0;Bórd Scannán na hÉireann;UK;Paul Greengrass;Drama;7680450;Bloody Sunday;R;37365;107;77;James Nesbitt;20817;Paul Greengrass;2002
125000000;Beacon Communications;USA;Michael Hoffman;Drama;140609500;The Emperor's Club;PG-13;37582;109;69;Kevin Kline;15086;Ethan Canin;2002
250000000;Focus Features;USA;Neil LaBute;Drama;101036470;Possession;PG-13;37498;102;64;Gwyneth Paltrow;11970;A.S. Byatt;2002
100000000;CineWild;USA;Scott Kalvert;Action;60446180;Deuces Wild;R;37379;96;56;Stephen Dorff;6400;Paul Kimatian;2002
90000000;United Artists;USA;Burr Steers;Comedy;46815030;Igby Goes Down;R;37533;98;70;Kieran Culkin;29911;Burr Steers;2002
110000000;Miramax;UK;Tom Tykwer;Crime;7743170;Heaven;R;37498;97;71;Cate Blanchett;21282;Krzysztof Kieslowski;2002
600000000;Franchise Pictures;USA;Michael Caton-Jones;Crime;224339150;City by the Sea;R;37505;108;61;Robert De Niro;22160;Mike McAlary;2002
550000000;Universal Pictures;Germany;Jim Gillespie;Crime;791610;Eye See You;R;37273;96;53;Sylvester Stallone;20748;Howard Swindle;2002
0;Alta Films;UK;Ken Loach;Crime;315380;Sweet Sixteen;R;37533;106;75;Martin Compston;11376;Paul Laverty;2002
600000000;Universal Pictures;Germany;Jonathan Demme;Mystery;53503710;The Truth About Charlie;PG-13;37554;104;48;Mark Wahlberg;8899;Peter Stone;2002
90000000;Les Films Alain Sarde;UK;Mike Leigh;Drama;1217560;All or Nothing;R;37757;128;76;Timothy Spall;8613;Mike Leigh;2002
20000000;Miramax;USA;Steven Soderbergh;Comedy;25064460;Full Frontal;R;37470;101;48;Julia Roberts;8888;Coleman Hough;2002
130000000;Screen Gems;USA;Don Michael Paul;Action;153615370;Half Past Dead;PG-13;37575;98;46;Morris Chestnut;12824;Don Michael Paul;2002
0;Bavaria Film;Finland;Aki Kaurismäki;Comedy;9215470;The Man Without a Past;PG-13;37687;97;77;Markku Peltola;18741;Aki Kaurismäki;2002
80000000;Fox Searchlight Pictures;USA;Rick Famuyiwa;Romance;273627120;Brown Sugar;PG-13;37540;109;65;Taye Diggs;6451;Michael Elliot;2002
140000000;New Line Cinema;USA;Kevin Bray;Action;254829310;All About the Benjamins;R;37323;95;58;Ice Cube;10283;Ronald Lang;2002
100000000;Fox Searchlight Pictures;USA;Bob Dolman;Comedy;303074160;The Banger Sisters;R;37519;100;56;Susan Sarandon;13034;Bob Dolman;2002
0;Melampo Cinematografica;Italy;Roberto Benigni;Comedy;36843050;Pinocchio;G;37615;108;42;Roberto Benigni;6772;Roberto Benigni;2002
0;Det Danske Filminstitut;Denmark;Susanne Bier;Drama;1223080;Open Hearts;R;37925;113;76;Sonja Richter;8429;Anders Thomas Jensen;2002
0;American Zoetrope;USA;Anthony Abrams;Comedy;3056900;Pumpkin;R;38058;113;63;Christina Ricci;7792;Adam Larson Broder;2002
18000000;Alameda Films;Mexico;Carlos Carrera;Drama;57096160;El crimen del padre Amaro;R;37603;100;68;Gael García Bernal;11545;Vicente Leñero;2002
0;Fox Searchlight Pictures;Spain;John Malkovich;Crime;23773480;Sendero de sangre;R;37764;132;70;Javier Bardem;5859;Nicholas Shakespeare;2002
110000000;Universal Pictures;UK;Daisy von Scherler Mayer;Comedy;30341810;The Guru;R;37666;94;54;Jimi Mistry;13953;Tracey Jackson;2002
5000000;Solaris;USA;Alex Smith;Drama;131340;The Slaughter Rule;R;37267;112;61;Ryan Gosling;2098;Alex Smith;2002
175000000;United Artists;USA;Matt Dillon;Crime;430610;City of Ghosts;R;37707;116;60;Matt Dillon;4529;Matt Dillon;2002
0;Holedigger Films;USA;Dylan Kidd;Comedy;12668280;Roger Dodger;R;37582;106;70;Campbell Scott;15809;Dylan Kidd;2002
0;Téléma;France;Laetitia Colombani;Romance;10098270;He Loves Me... He Loves Me Not;PG-13;37342;92;72;Audrey Tautou;16938;Laetitia Colombani;2002
40000000;Sogepaq;Spain;Fernando León de Aranoa;Comedy;1464020;Mondays in the Sun;R;37750;113;77;Javier Bardem;10762;Fernando León de Aranoa;2002
0;Not specified;UK;Lynne Ramsay;Drama;2671940;Morvern Callar;R;37561;97;68;Samantha Morton;7294;Lynne Ramsay;2002
